All Prisoners,Both sexes,Prisoners,Poland,99638,50165,61136,70544,79634,80467,79281,80368,82955,88647,87776,83152,84003,80728,81382,84156,78994,77371,70836,71528,73822,72204,74130
All Prisoners,Both sexes,Prisoners,Portugal,..,..,..,12771,13112,13772,13635,13152,12889,12636,11587,10807,11099,11613,12681,13614,14284,14003,14222,13779,13440,12867,12793
All Prisoners,Both sexes,Prisoners,Republic of Moldova,..,..,..,..,10633,10925,10591,9377,8876,8679,7895,6830,6521,6312,6451,6575,6846,7313,8051,7750,7631,6986,6712
All Prisoners,Both sexes,Prisoners,Romania,32465,26010,45309,48267,49840,48075,42770,39044,36689,34038,29390,26212,26716,28244,30694,31817,33434,30156,28334,27455,23450,20792,20578
All Prisoners,Both sexes,Prisoners,Russian Federation,..,..,1018022,925072,980151,877393,847004,763115,823403,871609,883436,887754,864197,819306,755648,701909,677287,..,..,..,..,..,..
All Prisoners,Both sexes,Prisoners,Serbia,..,..,..,..,..,..,..,..,8071,7893,8970,9701,10975,11211,11070,10226,10031,10288,10064,10672,10807,10871,11077
All Prisoners,Both sexes,Prisoners,Slovakia,..,..,5949,5039,5487,5457,5983,6331,6051,6006,6137,6613,7695,8567,9118,9542,8537,8701,8567,8557,8512,8715,8924
All Prisoners,Both sexes,Prisoners,Slovenia,..,..,614,1136,1147,1120,1099,1126,1132,1301,1336,1318,1365,1351,1273,1377,1360,1522,1399,1308,1316,1341,1391
All Prisoners,Both sexes,Prisoners,Spain,..,33058,44956,45104,47571,51882,56096,59375,61054,64021,67100,73558,76079,73929,70472,68597,66765,65017,61614,59589,58814,58883,58517
All Prisoners,Both sexes,Prisoners,Sweden,..,..,5221,4263,4763,5081,5320,5722,5508,5533,5275,5399,5470,5358,5148,4852,4377,4319,4292,4231,4148,4393,4834
All Prisoners,Both sexes,Prisoners,Switzerland,..,..,..,5262,4841,4545,4816,5469,5673,5526,5251,5199,5491,5665,5511,6001,6537,6414,6398,6447,6449,6507,6477
All Prisoners,Both sexes,Prisoners,Tajikistan,..,..,..,..,..,..,..,..,..,7254,6276,..,7469,7491,7626,..,..,..,..,..,..,..,..
All Prisoners,Both sexes,Prisoners,Turkey,74590,45210,49510,50628,55804,59512,63796,58016,55966,70524,90732,103435,115920,120194,128253,136638,144098,158690,177262,200727,232340,264842,291546
All Prisoners,Both sexes,Prisoners,Ukraine,..,..,206217,219795,190170,195255,188838,189528,168802,159084,148434,144893,146217,153101,153493,146857,127062,74041,70753,61222,58083,56026,53832
All Prisoners,Both sexes,Prisoners,United Kingdom,42264,45466,51084,65194,66403,71218,73657,74488,76190,77982,79734,83194,83391,85002,85374,86048,83842,85509,86193,..,..,..,..
All Prisoners,Both sexes,Prisoners,United States,..,..,..,1310190,1323492,1361258,1383808,1414280,1428390,1471822,1509736,1509915,..,..,..,..,..,..,..,..,..,..,..
All Prisoners,Female,Prisoners,Albania,..,..,..,..,..,..,..,..,..,..,..,..,114,114,85,90,103,96,109,103,93,109,86
All Prisoners,Female,Prisoners,Andorra,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9,4,5,4,6
All Prisoners,Female,Prisoners,Armenia,..,..,..,247,185,152,61,78,87,85,112,117,158,203,193,198,198,181,83,151,125,72,69
All Prisoners,Female,Prisoners,Austria,..,..,..,..,440,417,457,425,459,439,438,458,484,544,570,571,549,543,518,492,518,549,616
All Prisoners,Female,Prisoners,Belarus,..,..,1905,2638,2738,2638,2646,2388,2346,2632,3130,3045,2909,2988,2670,1940,1986,2232,2611,2848,2949,3627,3281
All Prisoners,Female,Prisoners,Belgium,248,323,400,377,361,395,415,445,448,489,..,..,..,406,442,483,472,486,483,485,440,..,..
All Prisoners,Female,Prisoners,Bosnia and Herzegovina,..,..,..,..,..,..,..,..,..,..,..,..,..,60,38,..,56,60,86,48,74,71,109
All Prisoners,Female,Prisoners,Bulgaria,889,628,298,313,277,287,292,297,352,390,378,338,274,327,289,307,264,259,246,228,218,215,216
All Prisoners,Female,Prisoners,Canada,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
All Prisoners,Female,Prisoners,Croatia,..,..,..,56,52,61,64,98,84,119,121,135,158,179,197,163,132,140,135,89,106,109,114
All Prisoners,Female,Prisoners,Cyprus,..,8,7,14,20,20,21,19,18,21,32,39,39,38,55,53,45,42,40,54,36,32,42
All Prisoners,Female,Prisoners,Czechia,..,..,635,928,758,656,724,811,904,925,1053,1079,1158,1293,1492,1627,855,1170,1334,1540,1558,1644,1746
All Prisoners,Female,Prisoners,Denmark,131,158,191,163,161,160,155,174,184,170,179,155,178,183,164,149,189,145,118,150,136,132,182
All Prisoners,Female,Prisoners,Estonia,..,..,..,..,219,219,233,218,211,209,156,190,195,194,185,164,156,..,155,..,..,123,112
All Prisoners,Female,Prisoners,Finland,140,120,121,152,160,213,200,214,236,244,246,224,241,246,231,221,256,240,237,226,234,218,228
All Prisoners,Female,Prisoners,France,..,..,2133,1738,1715,2085,2255,2238,2187,2240,2379,2276,2275,2263,2623,2731,2690,2628,2147,2265,2393,2534,2532
All Prisoners,Female,Prisoners,Georgia,..,..,..,219,136,180,158,184,283,660,799,771,967,1174,1215,926,250,281,309,265,258,331,398
All Prisoners,Female,Prisoners,Germany,1920,1954,3084,3084,3175,3214,3982,3975,4020,4066,3875,3841,3779,3755,3842,3788,3546,3554,3512,3607,3719,4397,3702
All Prisoners,Female,Prisoners,Greece,..,..,..,..,362,..,..,..,569,569,590,647,525,538,618,621,490,572,486,527,551,553,490
All Prisoners,Female,Prisoners,Hungary,..,591,641,1009,1073,1088,999,996,992,962,919,940,998,1033,1236,1241,1356,1349,1250,1297,1276,1207,1255
All Prisoners,Female,Prisoners,Iceland,..,..,3,5,3,3,5,9,4,5,5,4,5,7,6,8,6,4,8,7,12,10,12
All Prisoners,Female,Prisoners,Ireland,..,..,..,..,93,..,94,69,73,82,66,1225,1459,1701,1902,2151,2326,2685,..,..,..,..,..
All Prisoners,Female,Prisoners,Italy,1571,1363,2094,2316,2421,2469,2493,2589,2804,1670,2175,2526,2751,2930,2808,2804,2694,2304,2107,2285,2421,2576,2663
All Prisoners,Female,Prisoners,Kyrgyzstan,..,..,1227,1976,1818,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
All Prisoners,Female,Prisoners,Latvia,..,..,..,223,204,228,286,281,273,236,240,268,271,279,276,285,245,244,263,285,241,228,229
All Prisoners,Female,Prisoners,Lithuania,..,414,697,317,485,416,239,262,308,314,337,355,367,414,418,435,428,376,295,321,330,301,287
All Prisoners,Female,Prisoners,Luxembourg,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37,33,..
All Prisoners,Female,Prisoners,Malta,..,..,..,..,..,..,..,..,..,..,..,..,28,34,35,47,44,37,41,37,58,72,63
All Prisoners,Female,Prisoners,Netherlands,95,276,440,639,790,845,842,1083,1146,1084,950,935,882,852,774,697,593,595,511,502,523,557,561
All Prisoners,Female,Prisoners,North Macedonia,..,..,..,..,..,..,..,..,..,50,..,..,..,..,..,..,..,..,..,..,..,..,..
All Prisoners,Female,Prisoners,Norway,56,98,120,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
All Prisoners,Female,Prisoners,Poland,4693,934,1456,1729,2067,2168,2159,2309,2359,2668,2598,2542,2697,2597,2529,2695,2636,2527,2379,2581,2873,2940,3200
All Prisoners,Female,Prisoners,Portugal,..,..,..,1206,1117,1112,967,939,875,885,797,647,613,627,711,758,853,841,862,869,856,828,859
All Prisoners,Female,Prisoners,Republic of Moldova,..,..,..,..,404,521,510,394,417,436,446,421,407,392,409,419,431,459,498,522,492,452,408
All Prisoners,Female,Prisoners,Romania,..,815,1702,1931,2156,2049,1914,1803,1700,1591,1397,1226,1212,1271,1376,1422,1559,1537,1443,1411,1120,948,932
All Prisoners,Female,Prisoners,Russian Federation,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
All Prisoners,Female,Prisoners,Serbia,..,..,..,..,..,..,..,..,219,196,273,341,432,438,442,249,414,332,372,413,390,443,460
All Prisoners,Female,Prisoners,Slovakia,..,..,194,187,200,194,232,249,252,312,297,333,418,477,558,586,521,545,565,615,630,673,703
All Prisoners,Female,Prisoners,Slovenia,..,..,23,40,39,50,32,47,48,53,60,59,64,53,57,70,64,89,81,104,97,81,73
All Prisoners,Female,Prisoners,Spain,..,2604,4217,3653,3905,4132,4410,4570,4763,5109,5592,5950,6076,5788,5288,5225,5083,4977,4722,4448,4365,4434,4373
All Prisoners,Female,Prisoners,Sweden,..,..,271,228,262,268,277,326,280,293,296,297,292,288,303,272,243,245,228,270,250,244,285
All Prisoners,Female,Prisoners,Switzerland,..,..,..,311,292,265,274,331,308,307,278,300,341,323,299,309,338,313,350,367,369,..,386
All Prisoners,Female,Prisoners,Tajikistan,..,..,..,..,..,..,..,..,..,890,660,..,876,741,805,..,..,..,..,..,..,..,..
All Prisoners,Female,Prisoners,Turkey,1831,1113,1746,1870,2072,2114,2202,1954,1838,2449,3179,3593,4067,4192,4605,4906,5192,5788,6508,8373,9896,10416,11432
All Prisoners,Female,Prisoners,Ukraine,..,..,7720,10812,9032,9196,8992,9143,8331,7500,6821,6319,6267,6674,8609,8420,7260,3736,3378,2837,2567,2419,2284
All Prisoners,Female,Prisoners,United Kingdom,1516,1613,1998,3355,3713,4394,4595,4452,4514,4463,4283,4505,4307,4267,4185,4123,3853,3929,3904,..,..,..,..
All Prisoners,Female,Prisoners,United States,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
All Prisoners,Male,Prisoners,Albania,..,..,..,..,..,..,..,..,..,..,..,..,4581,4491,4522,4800,5282,5439,5773,5928,5581,5207,4959
All Prisoners,Male,Prisoners,Andorra,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32,42,38,45,43
All Prisoners,Male,Prisoners,Armenia,..,..,..,6871,5361,5327,2795,2632,2786,2998,3427,3848,4155,4939,4339,4558,3725,3699,3790,3682,3411,2194,2152
All Prisoners,Male,Prisoners,Austria,..,..,..,..,6512,7298,7464,8217,8367,8312,8423,7428,7983,8025,8223,8167,8329,8266,8518,8127,8334,8550,8623
All Prisoners,Male,Prisoners,Belarus,..,..,38451,42073,41430,36298,35524,31065,30410,33536,35330,33687,30027,30012,28372,21985,20626,21386,23832,25939,25978,28929,25250
All Prisoners,Male,Prisoners,Belgium,5674,6162,7208,8483,8592,8972,9231,9451,9526,9948,..,..,..,10129,10531,10847,11172,11092,10557,10134,10031,..,..
All Prisoners,Male,Prisoners,Bosnia and Herzegovina,..,..,..,..,..,..,..,..,..,..,..,..,..,2161,2193,..,2465,2477,2212,2166,2287,3040,4332
All Prisoners,Male,Prisoners,Bulgaria,12235,10151,7989,9695,8591,8595,8990,9634,10370,10918,10583,9844,9819,10121,9596,9186,8570,7611,7162,7117,6770,6436,6232
All Prisoners,Male,Prisoners,Canada,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
All Prisoners,Male,Prisoners,Croatia,..,..,..,1605,1709,1665,1727,1934,2209,2475,2788,3159,3434,3715,3892,3727,3194,2741,2291,2204,2128,2068,2112
All Prisoners,Male,Prisoners,Cyprus,..,210,195,298,349,325,334,527,518,578,614,607,631,599,579,641,547,495,556,614,589,616,639
All Prisoners,Male,Prisoners,Czechia,..,..,16959,19770,18041,15168,16276,17283,18033,17653,19240,19423,20576,20599,21662,20985,14231,17488,17806,19134,18787,19933,19302
All Prisoners,Male,Prisoners,Denmark,3109,3072,3247,3077,2944,3244,3367,3583,3948,3589,3445,3296,3543,3761,3783,3680,3902,3438,3085,3258,3282,3503,3738
All Prisoners,Male,Prisoners,Estonia,..,..,..,..,4399,4123,4296,4307,4209,4101,3300,3466,3360,3199,3215,3122,2967,..,2668,..,..,2461,2375
All Prisoners,Male,Prisoners,Finland,4992,3427,3083,2751,3010,3228,3441,3489,3631,3607,3378,3307,3348,3118,3037,3085,3039,2908,2898,2930,2848,2692,2724
All Prisoners,Male,Prisoners,France,..,..,50525,46099,46879,53322,56991,56959,57335,58163,61624,63902,63814,64712,71157,74067,75193,74663,64531,66167,66581,67525,68119
All Prisoners,Male,Prisoners,Georgia,..,..,..,8130,7439,6673,5961,7683,8861,14804,17505,17888,20272,22510,22899,18423,8843,10091,9407,9069,9022,9244,9342
All Prisoners,Male,Prisoners,Germany,49969,42381,67168,67168,67028,67763,75171,75477,74644,72563,68781,68418,67038,65630,64257,62114,59086,58318,58225,59258,60632,59246,59444
All Prisoners,Male,Prisoners,Greece,..,..,..,..,6905,..,..,..,8701,9116,9758,9914,8740,9942,10134,10566,11081,11226,9125,9033,9460,10101,10401
All Prisoners,Male,Prisoners,Hungary,..,11728,11814,14530,16202,16750,15508,15547,14728,13859,13412,13762,14362,15295,15974,15938,16485,16541,16199,16361,16067,15096,15079
All Prisoners,Male,Prisoners,Iceland,..,88,91,85,96,101,104,103,104,110,119,116,127,147,137,133,141,138,131,109,138,137,146
All Prisoners,Male,Prisoners,Ireland,..,..,..,..,3070,..,3052,2591,2564,2643,2630,9703,10880,12057,12050,11709,10729,10723,..,..,..,..,..
All Prisoners,Male,Prisoners,Italy,29613,24568,45250,51723,53330,53201,51744,53479,56719,37335,46518,55601,62040,65031,64089,62897,59842,51319,50057,52368,55187,57079,58106
All Prisoners,Male,Prisoners,Kyrgyzstan,..,..,15164,16878,14779,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
All Prisoners,Male,Prisoners,Latvia,..,..,..,4610,4405,4277,4509,4527,4335,4407,4461,4604,4688,4422,4212,3886,3358,3009,2737,2681,2473,2313,2236
All Prisoners,Male,Prisoners,Lithuania,..,7962,12069,8998,10782,10348,7630,7679,7650,7594,7337,7445,8100,8567,9372,9182,8744,8176,6975,6436,6218,6132,5811
All Prisoners,Male,Prisoners,Luxembourg,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,647,623,..
All Prisoners,Male,Prisoners,Malta,..,..,..,..,..,..,..,..,..,..,..,..,466,550,549,538,571,544,528,516,533,563,691
All Prisoners,Male,Prisoners,Netherlands,3114,6616,9889,11120,11620,12217,13139,15371,16453,15146,13501,12595,12380,12441,11963,11415,10574,9766,8632,8621,9026,9415,9843
All Prisoners,Male,Prisoners,North Macedonia,..,..,..,..,..,..,..,..,..,2117,..,..,..,..,..,..,..,..,..,..,..,..,..
All Prisoners,Male,Prisoners,Norway,1741,2281,2358,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
All Prisoners,Male,Prisoners,Poland,94945,49231,59680,68815,77567,78299,77122,78059,80596,85979,85178,80610,81306,78131,78853,81461,76358,74844,68457,68947,70949,69264,70930
All Prisoners,Male,Prisoners,Portugal,..,..,..,11565,11995,12660,12668,12213,12014,11751,10790,10160,10486,10986,11970,12856,13431,13162,13360,12910,12584,12039,11934
All Prisoners,Male,Prisoners,Republic of Moldova,..,..,..,..,10229,10404,10081,8983,8459,8243,7449,6409,6114,5920,6042,6156,6415,6854,7553,7228,7139,6534,6304
All Prisoners,Male,Prisoners,Romania,..,25195,43607,46336,47684,46026,40856,37241,34989,32447,27993,24986,25504,26973,29318,30395,31875,28619,26891,26044,22330,19844,19646
All Prisoners,Male,Prisoners,Russian Federation,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
All Prisoners,Male,Prisoners,Serbia,..,..,..,..,..,..,..,..,7852,7697,8697,9360,10543,10773,10628,9977,9617,9956,9692,10259,10417,10428,10617
All Prisoners,Male,Prisoners,Slovakia,..,..,5755,4852,5287,5263,5751,6082,5799,5694,5840,6280,7277,8090,8560,8956,8016,8156,8002,7942,7882,8042,8221
All Prisoners,Male,Prisoners,Slovenia,..,..,591,1096,1108,1070,1067,1079,1084,1248,1276,1259,1301,1298,1216,1307,1296,1433,1318,1204,1219,1260,1318
All Prisoners,Male,Prisoners,Spain,..,30454,40739,41451,43666,47750,51686,54805,56291,58912,61508,67608,70003,68141,65184,63372,61682,60040,56892,55141,54449,54449,54144
All Prisoners,Male,Prisoners,Sweden,..,..,4950,4035,4501,4813,5043,5396,5228,5240,4979,5102,5178,5070,4845,4580,4134,4074,4064,3961,3898,4149,4549
All Prisoners,Male,Prisoners,Switzerland,..,..,..,4951,4549,4280,4542,5138,5365,5219,4973,4899,5150,5342,5212,5692,6199,6101,6048,6080,6080,..,6091
All Prisoners,Male,Prisoners,Tajikistan,..,..,..,..,..,..,..,..,..,6364,5616,..,6593,6750,6821,..,..,..,..,..,..,..,..
All Prisoners,Male,Prisoners,Turkey,72759,44097,47764,48758,53732,57398,61594,56062,54128,68075,87553,99842,111853,116002,123648,131723,138906,152902,170754,192354,222444,254426,280114
All Prisoners,Male,Prisoners,Ukraine,..,..,198497,208983,181138,186059,179846,180385,160471,151584,141613,138574,139950,146427,144884,138437,119802,70305,67375,58385,55516,53607,51548
All Prisoners,Male,Prisoners,United Kingdom,40748,43853,49086,61839,62690,66824,69062,70036,71676,73519,75451,78689,79084,80735,81189,81925,79989,81580,82289,..,..,..,..
All Prisoners,Male,Prisoners,United States,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Foreigners,Both sexes,Prisoners,Albania,..,..,..,..,..,..,..,..,..,..,..,..,41,54,69,90,91,86,96,89,101,90,112
Foreigners,Both sexes,Prisoners,Andorra,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32,37,35,32,37
Foreigners,Both sexes,Prisoners,Armenia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Foreigners,Both sexes,Prisoners,Austria,..,..,..,..,2199,2611,3014,3741,3970,3761,3892,3325,3840,3922,4027,4085,4377,4443,4929,4686,4831,5013,4928
Foreigners,Both sexes,Prisoners,Belarus,..,..,1360,1182,1351,1331,1523,1243,1301,1693,1570,1371,972,1011,945,773,906,927,1186,1107,1078,1065,890
Foreigners,Both sexes,Prisoners,Belgium,1287,2173,3098,3549,3667,3872,3997,4027,4102,4262,..,..,..,4501,4847,5025,5239,5174,4941,4707,4628,..,..
Foreigners,Both sexes,Prisoners,Bosnia and Herzegovina,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Foreigners,Both sexes,Prisoners,Bulgaria,99,56,82,156,136,155,191,207,219,247,222,202,213,207,175,180,253,232,242,215,186,161,137
Foreigners,Both sexes,Prisoners,Canada,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Foreigners,Both sexes,Prisoners,Croatia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Foreigners,Both sexes,Prisoners,Cyprus,..,83,82,120,154,148,161,264,249,291,335,385,415,375,368,374,316,257,250,279,250,282,306
Foreigners,Both sexes,Prisoners,Czechia,..,..,3130,2534,2126,1674,1703,1712,1578,1378,1392,..,1636,1600,1730,1715,1523,1549,1670,1807,1814,1771,1794
Foreigners,Both sexes,Prisoners,Denmark,..,356,472,545,473,588,658,681,753,710,696,792,811,853,838,979,1098,1002,865,954,968,1039,1137
Foreigners,Both sexes,Prisoners,Estonia,..,..,..,..,2110,1992,1949,1862,1790,1736,1413,1471,..,..,1302,1248,1192,..,..,..,..,916,837
Foreigners,Both sexes,Prisoners,Finland,5,12,65,172,226,273,292,305,268,312,301,334,356,374,436,478,458,483,489,531,555,482,499
Foreigners,Both sexes,Prisoners,France,..,..,15253,10145,10507,11840,13061,12678,12137,11827,12237,12032,11740,11943,12985,13821,14568,14690,14009,15084,15418,16151,16398
Foreigners,Both sexes,Prisoners,Georgia,..,..,..,46,91,92,73,57,103,160,122,186,285,395,362,307,179,258,368,338,447,606,732
Foreigners,Both sexes,Prisoners,Germany,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Foreigners,Both sexes,Prisoners,Greece,..,..,..,..,3133,..,..,..,3822,4235,4772,5347,5017,6066,6664,6978,6960,6882,5289,5195,5291,5822,6314
Foreigners,Both sexes,Prisoners,Hungary,..,..,..,807,874,825,746,697,593,538,541,535,577,597,585,621,653,700,909,..,..,..,..
Foreigners,Both sexes,Prisoners,Iceland,..,1,1,8,13,15,13,14,14,13,20,18,25,22,25,28,25,23,29,22,30,35,32
Foreigners,Both sexes,Prisoners,Ireland,..,..,..,..,..,..,..,..,..,222,283,3247,3009,3056,2689,2525,2336,2284,..,..,..,..,..
Foreigners,Both sexes,Prisoners,Italy,..,..,..,15582,16511,16788,17007,17819,19836,13152,18252,21562,24067,24954,24174,23492,21854,17462,17340,18621,19745,20255,19888
Foreigners,Both sexes,Prisoners,Kyrgyzstan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Foreigners,Both sexes,Prisoners,Latvia,..,..,..,1866,1667,1495,1575,1535,1502,1408,1387,1351,1367,1296,1199,1146,980,880,748,769,640,606,588
Foreigners,Both sexes,Prisoners,Lithuania,..,..,86,142,129,159,131,78,73,76,72,87,116,100,128,113,149,158,127,111,114,125,128
Foreigners,Both sexes,Prisoners,Luxembourg,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,493,491,..
Foreigners,Both sexes,Prisoners,Malta,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,237,249,257,390
Foreigners,Both sexes,Prisoners,Netherlands,..,1930,3356,4380,4584,5157,5264,5560,6312,6068,4806,4432,4354,4324,3804,3349,2962,2582,2114,2186,2461,2624,2752
Foreigners,Both sexes,Prisoners,North Macedonia,..,..,..,..,..,..,..,..,..,108,..,..,..,..,..,..,..,..,..,..,..,..,..
Foreigners,Both sexes,Prisoners,Norway,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Foreigners,Both sexes,Prisoners,Poland,107,56,1496,1565,1550,1349,1173,1041,655,659,646,539,595,572,555,566,521,537,519,662,840,1037,1310
Foreigners,Both sexes,Prisoners,Portugal,..,..,..,1547,1582,2095,2145,2275,2386,2552,2371,2190,2263,2390,2548,2602,2647,2469,2495,2295,2144,1953,1971
