country_name,country_code,year,total,adults_male,adults_female,juvenile_male,juvenile_female,tot_juvenile,tot_male,tot_female,foreign,nationals,unsentenced,sentenced,actual,official
North Macedonia,MKD,2010,2516,2160,55,65,,65,2225,,,,,,,2041
North Macedonia,MKD,2011,2515,2162,50,63,,63,2225,,,,,,,1941
North Macedonia,MKD,2012,2543,,,,,,,,,,,,,
North Macedonia,MKD,2013,,,,,,,,,,,,,,
North Macedonia,MKD,2014,3116,,,,,,,,,,,,,
North Macedonia,MKD,2015,3427,,,,,,,,,,,,,
North Macedonia,MKD,2016,3231,3111,102,18,0,18,3129,102,303,2928,254,2977,3231,
North Macedonia,MKD,2017,3031,2680,71,30,,30,2710,,133,2898,253,2778,3031,2519
North Macedonia,MKD,2018,2256,,,,,,,,,,,,,
Portugal,PRT,2003,13835,,572,,13,479,,585,2145,11690,3492,10343,,
Portugal,PRT,2004,13152,12213,939,,8,525,12213,947,2275,10877,3000,10152,,
Portugal,PRT,2005,12889,12014,875,,20,529,12014,895,2385,10504,3044,9845,,
Portugal,PRT,2006,12636,11751,885,,26,507,11751,911,2552,10084,2921,9715,,
Portugal,PRT,2007,11587,10790,797,,,,10790,,2371,9216,2327,9260,,
Portugal,PRT,2008,10807,10160,647,,,,10160,,2190,8617,2108,8699,10807,12464
Portugal,PRT,2009,11287,10486,613,,,521,10486,,2263,9024,2141,9146,11287,12102
Portugal,PRT,2010,11839,10986,627,,,547,10986,,2390,9449,2307,9532,11839,12174
Portugal,PRT,2011,12955,11970,711,,,634,11970,,2548,10407,2470,10485,12955,12330
Portugal,PRT,2012,13875,12856,758,,,613,12856,,2602,11273,2661,11214,13875,12342
Portugal,PRT,2013,14535,13143,839,,,553,13143,,2647,11888,2592,11943,14535,12400
Portugal,PRT,2014,14198,12925,835,,,438,12925,,2469,11729,2330,11868,14198,12591
Portugal,PRT,2015,14373,13152,855,,,366,13152,,2495,11878,2303,12070,14373,12591
Portugal,PRT,2016,13917,12724,864,,,329,12724,,2295,11622,2117,11800,13917,12600
Portugal,PRT,2017,13587,12402,849,,,336,12402,,2144,11443,2105,11482,13587,12694
Portugal,PRT,2018,13021,,,,,,,,,,,,13021,12934
Serbia,SRB,2003,7487,,,,,,,,,,,,,
Serbia,SRB,2004,7654,,,,,,,,,,,,,
Serbia,SRB,2005,8078,,,,,,,,,,,,,
Serbia,SRB,2006,7893,,,,,,,,,,,,,
Serbia,SRB,2007,9043,8534,308,184,17,201,8718,325,148,8895,2235,6808,,
Serbia,SRB,2008,9701,9128,321,225,27,252,9353,348,163,9538,2436,7265,9701,
Serbia,SRB,2009,10975,10297,402,246,30,276,10543,432,192,10783,2693,8282,10975,
Serbia,SRB,2010,11211,10535,427,238,11,249,10773,438,317,10894,3332,7879,11211,
Serbia,SRB,2011,11070,10371,423,257,19,276,10628,442,189,10881,3160,7910,11070,6924
Serbia,SRB,2012,10226,9754,240,223,9,232,9977,249,209,10017,2532,7694,10226,9000
Serbia,SRB,2013,10031,9389,402,228,12,240,9617,414,352,9679,1894,8137,10031,9200
Serbia,SRB,2014,10288,9676,360,240,12,252,9916,372,302,9986,1593,8695,10288,9340
Serbia,SRB,2015,10064,9479,357,219,9,228,9698,366,353,9711,1538,8526,10064,9459
Serbia,SRB,2016,10672,10028,405,227,12,239,10255,417,358,10314,1732,8940,10672,9802
Serbia,SRB,2017,10807,10211,384,206,6,212,10417,390,350,10457,1616,9191,10807,9892
Serbia,SRB,2018,10871,,,,,,,,,,,,10871,10307
Spain,ESP,2003,56096,48342,4302,1474,94,1568,49816,4396,15205,40891,12276,43820,,
Spain,ESP,2004,59375,54805,4570,1442,87,1529,56247,4657,17302,42073,13112,46263,,
Spain,ESP,2005,61054,56291,4763,,,,,,18616,42438,13720,47334,,
Spain,ESP,2006,64021,58912,5109,,,,,,20643,43378,15065,48956,,
Spain,ESP,2007,67100,61508,5592,,,,,,22977,44123,16137,50963,,
Spain,ESP,2008,73558,67608,5950,,,,,,26201,47357,17849,55709,73558,
Spain,ESP,2009,76079,70003,6076,,,,,,27162,48917,15580,60499,76079,
Spain,ESP,2010,73929,65951,5652,1402,83,1485,67353,5735,26315,47614,13837,60092,73929,
Spain,ESP,2011,70472,63108,5157,1255,68,1323,64363,5225,24502,45970,12148,58324,70472,
Spain,ESP,2012,68597,60827,5068,1082,70,1152,61909,5138,22893,45704,10938,57659,68597,
Spain,ESP,2013,66765,59513,4925,891,66,957,60404,4991,21116,45649,9292,57473,66765,
Spain,ESP,2014,65017,58099,4874,699,37,736,58798,4911,19697,45320,8595,56422,65017,
Spain,ESP,2015,61614,55103,4623,634,35,669,55737,4658,17870,43744,7684,53930,61614,
Spain,ESP,2016,59589,53362,4349,609,41,650,53971,4390,17130,42459,7996,51593,59589,64144
Spain,ESP,2017,58814,52604,4269,580,35,615,53184,4304,16549,42265,8362,50452,58814,64109
Spain,ESP,2018,58883,,,,,,,,,,,,58883,64323
Austria,AUT,2003,,,,,,,,,,,,,,
Austria,AUT,2004,,,,,,,,,,,,,,
Austria,AUT,2005,8956,7605,424,166,15,181,7771,439,4006,4950,2082,6874,,
Austria,AUT,2006,9005,7676,430,210,11,221,7886,441,3751,5254,2116,6889,,
Austria,AUT,2007,9012,7511,423,137,5,142,7648,428,3762,5250,1964,7048,,
Austria,AUT,2008,8248,6853,396,158,12,170,7011,408,3349,4899,1883,6365,8248,8682
Austria,AUT,2009,8708,7453,460,172,14,186,7625,474,3974,4734,1994,6714,8708,8678
Austria,AUT,2010,8813,7599,511,153,20,173,7752,531,4019,4794,1909,6904,8540,8565
Austria,AUT,2011,8954,7734,538,148,15,163,7882,553,4103,4851,1826,7128,8770,8773
Austria,AUT,2012,8805,8113,568,113,11,124,8226,579,4180,4625,1791,7014,8805,8651
Austria,AUT,2013,8862,8221,538,97,6,103,8318,544,4373,4489,1809,7053,8862,8636
Austria,AUT,2014,8692,8111,501,74,6,80,8185,507,4449,4243,1834,6858,8692,8666
Austria,AUT,2015,,,,,,,,,,,,,8665,4191
Austria,AUT,2016,8619,8022,481,105,11,116,8127,492,4686,3933,1766,6853,8619,4182
Austria,AUT,2017,8852,8202,508,132,10,142,8334,518,4831,4021,1938,6914,8852,8884
Austria,AUT,2018,9163,,,,,,,,,,,,9163,
Belgium,BEL,2003,,,,,,,,,,,,,,
Belgium,BEL,2004,9245,,,,,,,,,,,,,
Belgium,BEL,2005,9375,,,,,,,,,,,,,
Belgium,BEL,2006,9635,,,,,,,,,,,,,
Belgium,BEL,2007,,,,,,,,,,,,,,
Belgium,BEL,2008,9858,,,,,,,,,,,,9811,8445
Belgium,BEL,2009,,,,,,,,,,,,,10126,8546
Belgium,BEL,2010,10561,,,,,,,,,,,,10526,9129
Belgium,BEL,2011,,,,,,,,,,,,,11040,9212
Belgium,BEL,2012,11212,,,,,,,,,,,,11183,9401
Belgium,BEL,2013,12126,,,,,,,,,,,,11818,9715
Belgium,BEL,2014,11769,,,,,,,,,,,,,
Belgium,BEL,2015,10994,10345,525,10,4,14,10355,529,4812,6182,,,10994,9952
Belgium,BEL,2016,11071,,,,,,,,,,,,,
Belgium,BEL,2017,10073,,,,,,,,,,,,,
Belgium,BEL,2018,10073,,,,,,,,,,,,,
France,FRA,2003,55382,,,,,,,,,,,,,
France,FRA,2004,55355,,,,,,,,,,,,,
France,FRA,2005,55302,,,,,,,,,,,,,
France,FRA,2006,58402,56250,2152,,,,,,,,18483,39919,,
France,FRA,2007,61076,58106,2246,700,24,724,58806,2270,12237,48839,16797,44279,,
France,FRA,2008,62252,59484,2093,651,24,675,60135,2117,11869,50383,15933,46319,62252,51997
France,FRA,2009,60978,58288,2021,647,22,669,58935,2043,11552,49426,15395,45583,60978,54988
France,FRA,2010,60544,57929,1927,671,17,692,58600,1944,11597,48947,15702,44842,60544,56358
France,FRA,2011,64787,61908,2167,679,33,712,62587,2200,12549,52238,16279,48508,64787,57236
France,FRA,2012,66572,63668,2180,689,35,724,64357,2215,13043,53529,16454,50118,66572,56992
France,FRA,2013,67075,64213,2131,701,30,731,64914,2161,13843,53232,16622,50453,67075,57516
France,FRA,2014,66270,63493,2073,669,35,704,64162,2108,13814,52456,16549,49721,66270,57841
France,FRA,2015,66678,63851,2119,680,28,708,64531,2147,14071,52607,18158,48520,66678,58561
France,FRA,2016,68432,65442,2232,725,33,758,66167,2265,14964,53468,19498,48934,68432,58681
France,FRA,2017,68974,65839,2363,742,30,772,66581,2393,15418,53556,19815,49159,68974,59765
France,FRA,2018,,,,,,,,,,,,,70059,
Germany,DEU,2003,80829,,,,,,,,,,20149,60680,,
Germany,DEU,2004,80933,,,,,,,,,,19060,61873,,
Germany,DEU,2005,80201,,,,,,,,,,18151,62050,,
Germany,DEU,2006,78063,,,,,,,,,,15837,62226,,
Germany,DEU,2007,75153,,,,,,,,,,14552,60601,,
Germany,DEU,2008,73793,69863,3930,,,,69863,3930,,,13713,60080,73793,
Germany,DEU,2009,72295,68438,3857,,,,68438,3857,,,13601,58694,72295,
Germany,DEU,2010,70827,66982,3845,,,,66982,3845,,,12911,57916,70827,
Germany,DEU,2011,69543,65616,3927,,,,65616,3927,,,12899,56644,69543,
Germany,DEU,2012,68533,64590,3943,,,,64590,3943,,,12903,55630,68533,
Germany,DEU,2013,66221,62424,3797,,,,62424,3797,,,12943,53278,66221,
Germany,DEU,2014,63228,59589,3639,,,,59589,3639,,,12981,50247,63228,75793
Germany,DEU,2015,63020,59411,3609,,,,59411,3609,,,13713,49307,63020,73916
Germany,DEU,2016,64291,,,,,,,,,,14671,49620,64291,73627
Germany,DEU,2017,65841,,,,,,,,,,15786,50055,65841,73603
Germany,DEU,2018,65762,,,,,,,,,,,,65762,74386
Luxembourg,LUX,2003,,,,,,,,,,,,,,
Luxembourg,LUX,2004,602,,,,,,,,,,,,,
Luxembourg,LUX,2005,693,,,,,,,,,,,,,
Luxembourg,LUX,2006,735,695,32,8,0,8,703,32,535,200,352,383,,
Luxembourg,LUX,2007,741,701,34,4,2,6,705,36,543,198,329,412,,
Luxembourg,LUX,2008,762,725,32,3,2,5,728,34,556,206,335,427,762,
Luxembourg,LUX,2009,702,659,38,4,1,5,663,39,484,218,308,394,702,
Luxembourg,LUX,2010,681,651,23,6,1,7,657,24,463,218,318,363,681,
Luxembourg,LUX,2011,637,594,36,6,1,7,600,37,448,189,264,373,637,
Luxembourg,LUX,2012,666,634,31,1,0,1,635,31,466,200,286,380,666,
Luxembourg,LUX,2013,656,621,31,2,2,4,623,33,454,202,267,389,656,
Luxembourg,LUX,2014,626,597,25,3,1,4,600,26,465,161,304,322,626,711
Luxembourg,LUX,2015,691,649,40,2,0,2,651,40,516,175,314,377,691,711
Luxembourg,LUX,2016,724,681,36,7,0,7,688,36,543,181,343,381,724,711
Luxembourg,LUX,2017,684,645,37,2,0,2,647,37,493,191,304,380,684,711
Luxembourg,LUX,2018,650,,,,,,,,,,,,656,711
Netherlands,NLD,2003,16184,,,,,,,,,,6400,9784,,
Netherlands,NLD,2004,18766,,,,,,,,,,6900,11866,,
Netherlands,NLD,2005,17560,14338,868,,,,,,,,6670,10890,,
Netherlands,NLD,2006,16091,12850,868,,,,,,,,6198,9893,,
Netherlands,NLD,2007,15151,11956,813,,,,,,,,6093,9058,,
Netherlands,NLD,2008,14610,12877,940,763,30,793,13640,970,2820,11790,5730,8880,14610,
Netherlands,NLD,2009,14364,12794,896,646,28,674,13440,924,2854,11510,3942,10422,14364,17668
Netherlands,NLD,2010,14368,12841,872,631,24,655,13472,896,2853,11515,4054,10314,14368,16033
Netherlands,NLD,2011,13969,12631,789,524,25,549,13155,814,2707,11262,4143,9826,13969,15509
Netherlands,NLD,2012,13473,12216,712,527,18,545,12743,730,2539,10934,3840,9633,13473,15731
Netherlands,NLD,2013,12721,11575,673,456,17,473,12031,690,2409,10312,3434,9287,12721,15283
Netherlands,NLD,2014,11934,10811,662,452,9,461,11263,671,2170,9764,2888,9046,11934,14665
Netherlands,NLD,2015,10850,9950,489,401,10,411,10351,499,1893,8957,2736,8114,10850,14299
Netherlands,NLD,2016,10601,9614,566,407,14,421,10021,580,1832,8769,2748,7853,10601,
Netherlands,NLD,2017,10874,9876,578,402,18,420,10278,596,2057,8817,2791,8083,10874,
Netherlands,NLD,2018,11251,,,,,,,,,,,,11251,
Switzerland,CHE,2003,4842,,289,,,,,,,,2214,2628,,
Switzerland,CHE,2004,5509,,357,,,,,,,,2441,3068,,
Switzerland,CHE,2005,5723,,327,,5,72,,332,4329,1394,1879,3844,,
Switzerland,CHE,2006,5567,5210,305,45,7,52,5255,312,3751,1816,2341,3226,,
Switzerland,CHE,2007,5278,4941,280,51,3,54,4992,283,3571,1707,2195,3083,,
Switzerland,CHE,2008,5303,4941,298,66,4,72,5007,302,3581,1722,2350,2953,5303,
Switzerland,CHE,2009,5605,5206,345,53,1,54,5259,346,3831,1774,2521,3084,5605,
Switzerland,CHE,2010,5765,5405,319,39,6,45,5444,325,4030,1735,2566,3199,5765,
Switzerland,CHE,2011,5626,5298,301,26,3,29,5324,304,3911,1715,2406,3220,5626,
Switzerland,CHE,2012,6102,5743,306,50,4,54,5793,310,4390,1712,2753,3349,6102,
Switzerland,CHE,2013,6634,6275,347,27,3,30,6302,350,4857,1777,2915,3719,6652,
Switzerland,CHE,2014,6519,6179,315,23,2,25,6202,317,4673,1846,2770,3749,6519,7235
Switzerland,CHE,2015,6498,6124,355,18,1,19,6142,356,4514,1984,2756,3742,6498,7324
Switzerland,CHE,2016,6507,6151,371,19,0,19,6170,371,4619,1888,2804,3703,6507,7483
Switzerland,CHE,2017,6564,6156,371,37,0,37,6193,371,4615,1949,2756,3808,6564,7489
Switzerland,CHE,2018,6602,,,,,,,,,,,,6602,7518
